Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Gas,1.78,1.05,- 9.69,- 40.80,13476267,10.64 MM,843.94 K,1646458,29,42.00,85.68,-98.77,0.0086,-98.35
ZTCoin,0.1271,0.0380,- 5.35,- 70.95,8554718,10.50 MM,28.89 K,438915,13,33.00,0.1194,-68.13,0.00002136,-76.08
BTU Protocol,0.3260,0.1496,- 22.93,- 51.80,15126081,10.48 MM,23.72 K,12109,10,25.00,0.4827,-69.00,0.00007195,-72.08
BitBay,0.0010,0.0103,2.05,42.17,4954174,10.47 MM,2.70 K,783,61,25.00,0.3444,-97.00,0.00002303,-93.96
MB8 Coin,0.0641,0.0178,- 29.49,- 73.29,13084961,10.45 MM,25.81 K,47833,3,8.00,0.0552,-67.66,0.00000566,-57.61
Moeda Loyalty Points,2.23,0.5290,- 1.78,- 75.67,12919587,10.38 MM,446.73 K,1203693,27,42.00,4.56,-88.39,0.0008,-91.48
Theta Fuel,0.0172,0.0027,- 14.13,- 83.34,12291202,10.38 MM,354.09 K,546818,8,17.00,0.0248,-89.08,0.00000306,-88.25
TTC Protocol,0.0499,0.0276,- 19.28,- 39.06,12673452,10.37 MM,222.84 K,494931,16,25.00,0.2141,-87.09,0.00004979,-92.55
Everus,3.03,0.0225,69.73,- 96.80,13382795,10.28 MM,2.21 K,2529,25,42.00,6.03,-99.63,0.0008,-99.62
PayPie,0.3297,0.1237,- 10.02,- 71.72,9993947,10.21 MM,3.61 K,580,26,42.00,3.69,-96.64,0.0003,-93.72
Nxt,0.0151,0.0102,- 9.41,- 28.07,12254494,10.16 MM,1.58 MM,926227,72,25.00,1.94,-99.48,0.0001,-99.01
CryptoFranc,1.02,1.01,0.6286,- 0.57,10111626,10.15 MM,773.10,4110,5,8.00,7.97,-87.32,0.0008,-82.49
NewYork Exchange,5.34,3.16,- 14.58,- 42.81,10686773,10.09 MM,184.52 K,608415,3,0.00,5.42,-41.65,0.0005,-16.07
UnlimitedIP,0.0844,0.0081,- 18.34,- 89.86,13165432,10.04 MM,255.09 K,16429564,22,58.00,0.1040,-92.20,0.00001095,-90.04
B2BX,1.58,0.5110,- 12.90,- 67.72,10668354,10.03 MM,36.18 K,40185,24,50.00,1.77,-71.06,0.0002,-59.33
Ocean Protocol,0.0302,0.0293,- 1.54,- 22.78,9684588,9.97 MM,8.97 MM,8015602,7,33.00,0.1649,-82.24,0.00001635,-75.96
FIBOS,0.0111,0.0094,- 5.35,- 11.35,11153296,9.91 MM,145.34 K,119800,3,17.00,0.0131,-28.42,0.00000174,-27.71
GoChain,0.0228,0.0114,- 2.92,- 61.51,7397958,9.80 MM,3.47 MM,1325000,18,33.00,0.1134,-89.94,0.00001692,-90.96
NKN,0.3784,0.0207,- 8.99,- 94.03,11931480,9.68 MM,1.66 MM,3835911,18,42.00,0.5002,-95.85,0.00006552,-95.76
Polymath,0.7905,0.0218,- 15.31,- 97.31,10936927,9.66 MM,5.24 MM,4509178,22,33.00,1.59,-98.63,0.0001,-98.00
PlayChip,0.0013,0.0007,- 14.25,- 51.96,11282234,9.63 MM,28.24,788,10,50.00,0.0021,-67.90,0.00000052,-82.83
Wixlar,0.0323,0.0040,- 46.38,- 85.30,18096193,9.58 MM,6.70 K,4963,14,33.00,0.1317,-96.96,0.00003217,-98.32
QuarkChain,0.2329,0.0039,- 31.37,- 98.29,11016297,9.47 MM,1.40 MM,6001612,18,17.00,0.2034,-98.08,0.00003005,-98.24
Streamit Coin,1.65,1.46,- 4.12,- 8.38,15502936,9.40 MM,116.21 K,751495,3,17.00,3.74,-60.94,0.0004,-56.21
VITE,0.1057,0.0226,- 23.67,- 90.41,4247220,9.39 MM,1.58 MM,221449,17,50.00,0.1024,-77.93,0.00001318,-76.93
Mainframe,0.0215,0.0011,3.85,- 94.96,10006717,9.33 MM,1.41 MM,2049402,17,33.00,0.0186,-94.36,0.00000287,-95.12
Fusion,2.95,0.2627,- 27.95,- 90.87,23242204,9.28 MM,2.06 MM,3829996,22,50.00,9.37,-97.20,0.0011,-96.68
HYCON,0.0470,0.0044,- 5.51,- 90.52,9577133,9.27 MM,3.09 MM,4972639,16,33.00,0.0504,-91.23,0.00000879,-93.28
United Traders Token,1.63,0.2464,- 15.31,- 83.75,10413314,9.24 MM,182.28,574,23,42.00,1.61,-84.66,0.0001,-77.58
DMarket,0.8566,0.1613,33.86,- 72.85,7212773,9.18 MM,3.00 MM,5100469,22,42.00,1.26,-87.19,0.0002,-86.58
Carry,0.0623,0.0029,- 28.52,- 95.10,11351561,9.17 MM,986.36 K,2571324,7,8.00,0.0760,-96.13,0.00000980,-96.02
GoWithMi,0.0049,0.0034,- 12.84,- 32.66,9824777,9.13 MM,150.67 K,184332,4,8.00,0.0054,-37.77,0.00000056,-20.04
BnkToTheFuture,0.0730,0.0124,- 14.04,- 83.16,10245359,9.08 MM,327.98 K,462773,20,42.00,0.3529,-96.48,0.00003815,-95.62
Einsteinium,0.0025,0.0405,- 7.61,1702.73,9796430,8.87 MM,431.36 K,577995,68,42.00,2.63,-98.46,0.0001,-96.36
IoT Chain,0.8191,0.1038,- 14.26,- 86.70,10203024,8.67 MM,2.09 MM,2101248,24,33.00,9.15,-98.86,0.0006,-97.71
ETERNAL TOKEN,1.25,0.0927,- 56.52,- 94.13,10998005,8.66 MM,1.87 K,55383,16,42.00,4.00,-97.68,0.0007,-98.09
Storm,0.0162,0.0013,- 3.48,- 91.20,9469036,8.63 MM,1.18 MM,2018962,23,33.00,0.2441,-99.47,0.00001679,-98.99
Everipedia,0.0542,0.0015,- 10.84,- 97.11,9936469,8.61 MM,407.13 K,544238,17,33.00,0.0484,-96.91,0.00000637,-96.86
Contentos,0.0476,0.0126,- 19.88,- 74.35,8986472,8.49 MM,6.79 MM,8982449,5,0.00,0.0837,-84.95,0.00000733,-76.94
Dusk Network,0.2078,0.0505,- 29.09,- 79.40,6299383,8.43 MM,2.49 MM,669986,5,0.00,0.6038,-91.64,0.00005759,-88.23
S4FE,0.2433,0.0312,99.74,- 81.65,10368421,8.35 MM,21.01 K,7168,10,25.00,4.25,-99.26,0.0011,-99.62
Kava,0.8326,0.9291,- 30.10,24.67,7553203,8.32 MM,2.60 MM,8104225,1,8.00,1.42,-34.77,0.0002,-28.07
Anchor,0.7920,0.7973,- 15.36,0.4506,7475523,8.21 MM,40.19 K,54572,1,0.00,0.7999,-0.32,0.0001,-10.78
Egretia,0.0091,0.0019,- 51.78,- 79.09,10949958,8.18 MM,4.91 MM,5596983,17,58.00,0.0925,-97.90,0.00000827,-96.86
FirstBlood,0.1520,0.0951,- 8.88,- 35.88,9443491,8.14 MM,2.01 K,3652,38,50.00,2.61,-96.36,0.0010,-98.78
CyberVein,0.0550,0.0077,- 3.12,- 86.60,5635896,8.12 MM,43.28 K,111548,20,33.00,0.0881,-91.31,0.00001203,-91.44
Skycoin,0.8315,0.5077,- 2.53,- 38.30,9363218,8.12 MM,210.71 K,175364,32,42.00,47.15,-98.92,0.0046,-98.51
PressOne,0.7096,0.0285,- 10.19,- 96.03,9043398,8.12 MM,80.76 K,106096,22,33.00,1.18,-97.59,0.0001,-96.70
Unobtanium,5.10,40.26,- 8.29,893.87,10405529,8.11 MM,126.68,605,71,50.00,379.22,-89.38,0.0668,-91.91
BitCapitalVendor,0.0093,0.0090,- 33.91,- 7.25,21426224,8.06 MM,267.18 MM,3071588,16,67.00,0.0629,-85.74,0.00000667,-82.01
TenX,25.22,0.0560,- 18.46,- 99.78,9219368,8.03 MM,351.81 K,547171,29,25.00,68.42,-99.92,0.0264,-99.97
Medibloc,0.0206,0.0033,1.00,- 86.21,9834654,8.00 MM,2.30 K,4857,23,42.00,0.2875,-98.84,0.00002080,-97.84
Neblio,0.6079,0.5248,- 2.77,- 22.30,6962881,7.95 MM,754.24 K,408117,27,33.00,58.99,-99.11,0.0041,-98.26
STPT,0.0415,0.0115,- 16.51,- 75.48,6484973,7.89 MM,269.40 K,368619,6,8.00,0.0893,-87.13,0.00000779,-80.23
Numeraire,35.05,5.71,7.38,- 82.86,9089329,7.71 MM,4.04 K,16547,29,50.00,48.22,-88.16,0.0181,-95.77
Levolution,0.4706,0.2989,- 13.71,- 39.30,7333395,7.62 MM,143.26 K,128096,4,8.00,0.5375,-44.39,0.00004657,-13.81
Davinci Coin,0.0078,0.0021,- 20.65,- 72.40,9344424,7.57 MM,110.88 K,1875612,16,33.00,0.0182,-88.43,0.00000346,-91.90
Quantum Resistant Ledger,0.7345,0.1080,- 13.39,- 84.99,8646231,7.54 MM,1.10 MM,375808,30,33.00,3.36,-96.78,0.0005,-97.25
REPO,0.1117,0.0681,- 2.77,- 44.36,7055839,7.49 MM,4.03 K,3918,18,50.00,0.7651,-91.09,0.0002,-95.30
Wagerr,0.0566,0.0396,- 10.08,- 26.18,11146626,7.42 MM,13.40 K,20494,29,42.00,0.9285,-95.73,0.00006523,-91.84
RChain,0.1869,0.0198,- 13.72,- 85.73,19754343,7.40 MM,2.76 K,884,26,33.00,2.86,-99.31,0.0002,-98.93
Particl,6.80,0.9142,- 16.52,- 86.78,9092364,7.38 MM,36.61 K,46135,28,42.00,46.68,-98.04,0.0035,-96.50
Ankr,0.0128,0.0018,- 18.90,- 85.33,8585218,7.34 MM,2.63 MM,2522339,9,25.00,0.0152,-87.92,0.00000377,-93.36
Poseidon Network,0.0028,0.0034,- 44.39,- 9.74,4005426,7.28 MM,89.78 K,174243,3,0.00,0.0038,-9.08,0.00000050,-8.53
Bitrue Coin,0.0889,0.0522,- 19.17,- 41.41,8326699,7.26 MM,481.68 K,683478,4,0.00,0.1043,-49.94,0.00001030,-31.96
AdEx,0.2088,0.0874,4.57,- 53.80,6647691,7.19 MM,1.02 MM,729510,29,33.00,3.27,-97.33,0.0005,-97.45
bitCNY,0.1641,0.1433,0.8158,- 13.24,7679295,7.17 MM,259.91 MM,257719673,62,67.00,0.4919,-70.88,0.0012,-98.34
Perlin,0.1301,0.0273,- 36.93,- 81.14,6755408,7.15 MM,1.23 MM,1087467,3,0.00,0.1023,-73.32,0.00000968,-62.21
Burst,0.0020,0.0034,- 13.12,42.78,5863875,7.10 MM,72.41 K,11988,63,33.00,0.1076,-96.82,0.00000958,-95.20
ost,0.4105,0.0103,8.68,- 96.82,7726411,7.08 MM,226.56 K,901386,23,42.00,1.27,-99.19,0.00008768,-98.41
INT Chain,0.4998,0.0185,- 14.06,- 96.32,8139695,7.04 MM,1.14 MM,2099090,23,42.00,0.7830,-97.63,0.00007161,-96.52
EXMR FDN,0.0272,0.5965,746.37,10795.39,15760680,7.01 MM,9.38 K,21621,16,50.00,3.24,-81.57,0.0004,-81.52
Monolith,0.9713,0.2213,- 19.66,- 75.25,10078781,6.99 MM,7.11 K,14048,31,17.00,3.89,-94.32,0.0008,-96.14
Aencoin,0.0309,0.0261,- 10.19,- 14.06,7843966,6.98 MM,105.07 K,184239,11,50.00,0.0552,-52.64,0.00000686,-48.84
MEXC Token,0.5024,0.0077,- 29.29,- 98.20,109656746,6.94 MM,10.40 K,138466,2,8.00,0.7148,-98.93,0.00007661,-98.66
Gifto,0.2855,0.0114,3.92,- 95.80,7975072,6.91 MM,3.26 MM,2051968,24,33.00,0.9003,-98.73,0.00006628,-97.68
VIDY,0.0027,0.0012,- 23.30,- 54.50,7475943,6.90 MM,623.89 K,3491348,3,0.00,0.0027,-56.75,0.00000031,-48.15
NAV Coin,0.0042,0.1017,- 1.71,2435.47,6511283,6.80 MM,148.95 K,676908,66,33.00,4.60,-97.79,0.0004,-96.20
Dragonchain,0.2603,0.0283,- 19.13,- 88.81,7627664,6.76 MM,17.14 K,28255,24,25.00,5.01,-99.43,0.0003,-98.88
Lightning Bitcoin,145.92,1.75,- 9.65,- 98.85,8117740,6.76 MM,2.06 MM,2923563,23,33.00,629.82,-99.72,0.0712,-99.67
Pillar,0.0666,0.0259,5.56,- 61.60,8719932,6.71 MM,1.40 K,5791,28,25.00,1.81,-98.57,0.0002,-98.29
Po.et,0.0215,0.0021,- 5.39,- 89.96,7340842,6.67 MM,82.86 K,188521,27,33.00,0.2158,-99.02,0.00001273,-97.72
Nectar,0.4018,0.0810,- 1.33,- 78.49,6405442,6.67 MM,109.66,4286,18,33.00,0.5752,-85.92,0.00009496,-88.55
Blackmoon Crypto,0.8631,0.1232,- 33.23,- 84.87,8134760,6.65 MM,0.00,2277,26,58.00,2.36,-94.78,0.0002,-91.75
ZrCoin,75.56,1.44,5.47,- 97.95,9615278,6.60 MM,35.29 K,40962,30,67.00,6.22,-76.80,0.0025,-92.33
ProChain,0.3864,0.1329,- 34.34,- 88.96,1551887,6.59 MM,3.64 MM,109740,24,58.00,0.6686,-80.11,0.00006558,-72.78
Emirex Token,0.0465,0.2643,- 10.02,456.76,8553887,6.53 MM,170.52 K,330337,3,17.00,0.4573,-42.22,0.00005599,-36.63
Time New Bank,0.0339,0.0021,- 11.67,- 93.73,7336363,6.53 MM,597.53 K,573448,24,33.00,0.2929,-99.28,0.00001929,-98.55
UTRUST,0.2047,0.0145,- 12.33,- 92.51,7898853,6.53 MM,1.30 MM,16860870,23,42.00,1.40,-98.96,0.00009682,-97.99
OTOCASH,0.1030,0.3058,- 11.01,201.39,8588728,6.52 MM,10.79 K,23646,8,17.00,0.6422,-52.38,0.00007161,-42.66
BaaSid,0.0017,0.0014,38.43,- 34.86,3913556,6.51 MM,98.50 K,47119,16,42.00,0.0044,-67.15,0.00000067,-71.70
Reserve Rights,0.0036,0.0015,- 16.01,- 59.29,7824177,6.51 MM,769.59 K,961436,6,0.00,0.0042,-63.02,0.00000046,-54.00
Hydrogen,0.0011,0.0006,- 21.96,- 58.46,5969694,6.45 MM,1.43 MM,3135264,19,25.00,0.0148,-95.96,0.00000178,-95.51
Valor Token,9.76,0.3215,- 30.74,- 96.48,7846214,6.44 MM,13.35 MM,154222,8,17.00,6.38,-94.96,0.0012,-96.50
Blox,0.0546,0.0095,- 9.40,- 82.45,7986258,6.41 MM,316.67 K,833604,28,42.00,0.2717,-96.50,0.00005202,-97.54
Namecoin,1.10,0.4347,- 17.18,- 63.61,6463115,6.41 MM,3.41 K,2927,79,50.00,13.11,-96.68,0.0120,-99.51
DDKoin,15.30,3.74,- 27.83,- 76.30,8593307,6.40 MM,256.54 K,154724,4,8.00,16.00,-76.59,0.0019,-74.05
ARPA Chain,0.0479,0.0109,- 10.64,- 75.62,6050476,6.34 MM,1.99 MM,6022270,5,8.00,0.0367,-70.24,0.00000325,-54.79
DAObet,0.1386,0.0378,9.08,- 74.96,5721850,6.32 MM,84.80 K,45815,29,67.00,0.3329,-88.65,0.0001,-95.79
Everex,1.62,0.2747,- 13.65,- 82.27,7148456,6.24 MM,1.32 MM,1835026,26,25.00,5.94,-95.37,0.0005,-92.48
EOS Force,0.0122,0.0065,9.70,- 46.19,9135071,6.23 MM,55.43 K,75531,2,0.00,0.0128,-49.63,0.00000148,-41.15
Mithril,0.0911,0.0088,- 22.26,- 89.96,7809161,6.23 MM,804.96 K,22141147,20,17.00,1.47,-99.40,0.0002,-99.32
Selfkey,0.0707,0.0021,16.61,- 97.01,5298150,6.17 MM,3.27 MM,4375101,23,33.00,0.0414,-94.96,0.00000624,-95.51
Quantstamp,0.0682,0.0100,- 4.37,- 85.49,6686688,6.17 MM,76.19 K,158294,24,33.00,0.8074,-98.76,0.00005035,-97.34
Raiden Network Token,0.9200,0.1214,- 7.09,- 86.16,7525080,6.14 MM,1.12 MM,3808822,25,42.00,8.04,-98.49,0.0006,-97.12
MobileCash,0.0051,0.0016,- 2.18,- 68.43,6188113,6.14 MM,817.13 K,9103178,5,8.00,0.0045,-63.89,0.00000043,-48.37
Monero Classic,6.62,0.3465,- 7.31,- 81.58,5621268,6.07 MM,34.22,1166,19,42.00,21.13,-98.36,0.0023,-97.96
LINKA,0.0075,0.0087,30.07,17.33,0,6.06 MM,149.72 K,14089476,1,8.00,0.0108,-19.06,0.00000122,-4.08
LockTrip,0.6933,0.4041,0.0306,- 40.44,6561029,6.04 MM,6.58 K,18274,24,33.00,4.04,-90.00,0.0004,-85.43
FOAM,0.0532,0.0209,- 6.03,- 61.46,5839751,6.02 MM,11.26 K,25289,12,50.00,0.1223,-82.93,0.00001214,-76.94
PLANET,0.3306,0.3011,39.17,- 5.21,2908467,6.02 MM,11.97 MM,18507020,3,17.00,0.3450,-12.72,0.00004390,-7.90
Dropil,0.0059,0.0003,- 5.95,- 95.71,5966018,5.93 MM,259.95 K,227037,21,33.00,0.0079,-96.69,0.00000113,-96.45
TaaS,0.8199,0.7243,- 7.76,- 16.02,6366058,5.90 MM,2.07 K,756,32,58.00,11.57,-93.74,0.0012,-92.12
Achain,0.2377,0.0061,- 8.50,- 97.43,7445662,5.79 MM,422.90 K,586701,27,50.00,1.37,-99.56,0.00009582,-99.15
Electra,15.54,0.0002,3.70,- 100.00,5361316,5.71 MM,2.12 K,4258,30,33.00,37.97,-100.00,0.0152,-100.00
Nucleus Vision,0.0417,0.0009,- 2.82,- 97.60,6102714,5.70 MM,181.69 K,564734,21,33.00,0.0502,-98.17,0.00000568,-97.89
SONM,0.4167,0.0159,16.11,- 96.07,5108182,5.70 MM,122.49 K,867015,30,42.00,0.7053,-97.75,0.00005054,-95.79
TOP,0.0125,0.0017,- 20.91,- 86.77,7659780,5.69 MM,245.51 K,5074749,8,8.00,0.0228,-92.76,0.00000449,-95.11
SwissBorg,0.0914,0.0083,- 8.40,- 91.01,4799173,5.65 MM,33.93 K,27033,22,50.00,0.0684,-87.92,0.00000791,-85.97
Digix Gold Token,44.44,47.64,- 2.97,2.53,5494071,5.65 MM,33.92 K,64929,19,50.00,81.90,-41.82,0.0202,-68.34
Sport and Leisure,0.0148,0.0082,- 6.82,- 45.94,6362550,5.55 MM,86.72 K,118710,6,17.00,0.0192,-57.05,0.00000175,-37.13
SaluS,0.0250,5.47,- 31.01,23081.92,6298049,5.54 MM,890.58,1144,46,42.00,120.08,-95.44,0.0111,-93.39
USDQ,0.9877,1.01,0.5610,1.48,5520233,5.53 MM,9.00 K,43860,6,33.00,1.03,-1.93,0.0002,-11.25
Insolar,4.93,0.1699,- 17.47,- 96.59,5799811,5.52 MM,404.68 K,10720418,23,58.00,7.22,-97.65,0.0006,-96.32
Ruff,0.2079,0.0056,- 16.77,- 97.23,6979148,5.50 MM,671.61 K,1213214,22,50.00,0.1690,-96.68,0.00001886,-96.02
Tokenomy,0.4204,0.0273,- 5.14,- 93.08,6237602,5.47 MM,70.66 K,27816,21,17.00,0.3772,-92.76,0.00005454,-93.27
BORA,0.0607,0.0081,- 33.42,- 86.49,5732166,5.46 MM,12.18 K,27975,9,33.00,0.1060,-92.32,0.00002086,-94.77
Kin,0.00009341,0.00000445,- 31.11,- 95.40,5659878,5.41 MM,378.62 K,449539,26,25.00,0.0013,-99.66,0.00000008,-100.00
Metadium,0.0160,0.0043,- 22.32,- 74.16,6484641,5.39 MM,189.47 K,228739,14,42.00,0.0355,-87.80,0.00000681,-91.49
All Sports,0.2060,0.0036,- 22.56,- 98.17,6667812,5.39 MM,93.36 K,211993,22,58.00,0.3006,-98.81,0.00003035,-98.42
Contents Protocol,0.0062,0.0017,- 17.58,- 70.34,6154375,5.37 MM,274.99 K,328423,8,17.00,0.0117,-85.38,0.00000149,-84.53
Gemini Dollar,0.9999,1.01,- 0.47,- 0.72,4853774,5.34 MM,3.54 MM,3950956,14,50.00,1.19,-15.02,0.0003,-56.80
Incent,0.0954,0.1159,- 16.77,20.44,6535528,5.33 MM,13.80 K,14531,36,50.00,1.03,-88.76,0.0002,-91.28
Dock,0.0811,0.0094,15.29,- 88.52,5239457,5.28 MM,4.38 MM,1613043,19,33.00,0.2351,-96.01,0.00002444,-94.84
Force Protocol,0.0342,0.0212,- 10.27,- 35.19,8295787,5.28 MM,845.03 K,4489570,5,17.00,0.0575,-63.20,0.00000566,-49.79
VNT Chain,0.0030,0.0019,1.63,- 35.88,5781831,5.25 MM,423.01 K,520814,6,17.00,0.0053,-63.69,0.00000049,-46.39
SingularDTV,0.0193,0.0087,13.06,- 51.05,5500914,5.23 MM,820.04 K,292740,38,42.00,0.4129,-97.89,0.0001,-98.94
Tripio,0.0194,0.0014,- 26.27,- 93.16,6546756,5.17 MM,1.62 MM,4164080,19,33.00,0.0231,-94.05,0.00000278,-93.15
Origo,0.0901,0.0132,- 26.73,- 85.85,6656948,5.16 MM,945.84 K,12180748,6,17.00,0.2307,-94.29,0.00001824,-90.29
WePower,0.2071,0.0084,19.17,- 95.48,4491276,5.08 MM,1.02 MM,1630388,22,33.00,0.2837,-97.06,0.00002820,-96.03
Stakenet,0.3307,0.0547,- 10.65,- 83.69,5844517,5.03 MM,739.33 K,1365026,20,42.00,1.20,-95.46,0.0002,-96.01
BOSAGORA,0.0078,0.0206,20.02,160.03,5950604,4.99 MM,93.75 K,57381,4,17.00,0.0367,-43.80,0.00000419,-33.82
Morpheus Network,0.5097,0.1495,- 11.04,- 71.57,4512339,4.99 MM,79.83 K,126588,18,50.00,0.8191,-81.75,0.0001,-81.41
Metronome,2.40,0.5073,- 7.59,- 80.34,5298270,4.95 MM,395.93 K,437386,17,50.00,4.54,-88.83,0.0007,-90.04
Monetha,0.2262,0.0122,- 13.48,- 94.61,5243046,4.91 MM,149.08 K,296415,27,42.00,0.5932,-97.94,0.00005999,-97.27
MetaHash,0.0277,0.0032,- 16.19,- 87.98,4348367,4.89 MM,691.79 K,852222,9,8.00,0.0989,-96.79,0.00002421,-98.22
THEKEY,0.0277,0.0009,- 21.20,- 96.41,6808165,4.89 MM,10.41 K,21920,22,33.00,0.0404,-97.73,0.00000425,-97.18
pEOS,0.0456,0.0059,- 37.93,- 86.52,4499053,4.88 MM,39.62 K,20730,7,25.00,0.1005,-94.13,0.00001258,-93.72
SALT,6.91,0.0601,- 20.35,- 99.16,5447774,4.83 MM,102.94 K,464310,26,17.00,17.68,-99.66,0.0012,-99.32
KickToken,0.2784,0.0001,- 48.49,- 99.96,1987275,4.82 MM,41.74 K,42104,26,8.00,0.1620,-99.93,0.00002003,-99.90
Darico Ecosystem Coin,0.0469,0.0790,- 2.60,67.51,5070733,4.73 MM,95.98,465,14,42.00,0.6244,-87.35,0.0002,-93.38
Measurable Data Token,0.6916,0.0085,3.84,- 98.72,6157904,4.73 MM,13.21 MM,10794144,23,58.00,0.4252,-98.01,0.00003252,-96.49
STACS,0.0220,0.0091,4.51,- 57.42,4373335,4.73 MM,6.30 K,5925,12,42.00,0.0320,-71.56,0.00000831,-85.32
PumaPay,0.0012,0.0002,- 13.10,- 83.03,5698365,4.70 MM,283.25 K,351020,16,25.00,0.0058,-96.64,0.00000091,-96.70
Steem Dollars,0.9578,0.6331,- 4.54,- 26.24,5039079,4.66 MM,47.79 K,69400,41,50.00,22.12,-97.14,0.0123,-99.31
Genesis Vision,2.01,1.05,- 2.46,- 47.04,4838598,4.64 MM,432.17 K,596036,25,33.00,42.73,-97.55,0.0042,-96.66
IDEX,0.0327,0.0101,- 19.45,- 68.29,5278336,4.60 MM,2.23 K,2539,7,8.00,0.0711,-85.74,0.00000661,-79.42
APIS,0.0037,0.0005,- 16.23,- 87.41,3535160,4.60 MM,1.19 MM,371218,18,42.00,0.0146,-96.48,0.00000190,-96.31
Universa,0.0541,0.0025,- 4.10,- 95.55,5406631,4.60 MM,1.27 K,23393,22,42.00,0.0445,-94.42,0.00000439,-92.49
Rocket Pool,1.07,0.4607,9.59,- 59.00,4662988,4.60 MM,447.41,4031,17,42.00,0.8299,-44.49,0.0001,-55.64
Restart Energy,0.0643,0.0101,- 22.58,- 84.19,5802219,4.59 MM,3.60 K,13430,21,58.00,0.0899,-88.74,0.00002462,-94.48
SmartMesh,0.0284,0.0034,- 5.53,- 87.56,5560795,4.55 MM,39.80 K,125256,24,42.00,0.2327,-98.54,0.00001449,-96.83
ChainX,7.52,1.63,- 29.86,- 77.96,5115645,4.53 MM,477.63 K,549457,4,8.00,8.64,-81.14,0.0008,-71.79
DOS Network,0.0468,0.0135,35.47,- 71.44,1614571,4.53 MM,1.75 MM,595845,8,8.00,0.0363,-62.85,0.00000866,-79.10
Snetwork,0.0238,0.0257,37.59,14.39,5251927,4.53 MM,893.01 K,928458,14,42.00,0.0328,-21.58,0.00000553,-37.58
Napoleon X,0.2326,0.1860,- 13.48,- 8.89,5524760,4.52 MM,5.73 K,60134,20,50.00,0.5915,-68.55,0.0001,-79.22
ProximaX,0.0050,0.0007,- 21.55,- 87.05,6106546,4.49 MM,210.16 K,284417,16,67.00,0.0071,-89.62,0.00000146,-93.16
OpenAnx,0.3919,0.0598,- 4.95,- 84.21,5025832,4.49 MM,166.14 K,165354,28,50.00,2.72,-97.80,0.0006,-98.74
Bluzelle,0.4216,0.0210,- 11.53,- 94.88,5307338,4.47 MM,273.39 K,630819,22,25.00,0.7588,-97.23,0.00008066,-96.50
OVCODE,0.2121,0.1009,11.83,- 27.64,4780498,4.44 MM,965.38,1295,9,33.00,1.11,-90.89,0.0002,-93.54
Litecoin Cash,5.24,0.0068,- 41.23,- 99.88,6836677,4.43 MM,76.79 K,75967,21,50.00,3.74,-99.82,0.0003,-99.73
Band Protocol,0.6793,0.2827,- 21.10,- 61.90,4813281,4.43 MM,2.11 MM,1645786,3,0.00,0.5657,-50.03,0.00006680,-43.19
Travala,0.2289,0.0952,- 3.59,- 59.00,4388370,4.43 MM,82.50 K,3432651,18,50.00,0.2928,-67.48,0.00004916,-73.98
doc.com Token,0.0358,0.0061,- 19.46,- 83.32,5110333,4.41 MM,13.69 K,13224,19,42.00,0.4411,-98.63,0.00006835,-98.81
VideoCoin,0.1169,0.1006,- 7.63,- 9.08,2949277,4.40 MM,1.64 MM,3104983,3,17.00,0.3779,-73.38,0.00003674,-63.23
Wrapped Bitcoin,3492.58,7436.69,- 11.74,109.44,4813199,4.38 MM,21.78 K,103340,10,58.00,13215.45,-43.73,1.46,-31.45
BLOCKv,0.0186,0.0015,- 10.11,- 92.80,12280349,4.37 MM,2.86 K,24223,24,17.00,0.3105,-99.53,0.00001937,-98.97
TokenClub,0.0917,0.0091,- 17.38,- 90.18,5666030,4.37 MM,212.78 K,268466,23,33.00,0.0922,-90.15,0.00001156,-89.45
Cosmo Coin,0.0371,0.0065,- 16.00,- 81.98,4677269,4.36 MM,163.51 K,331287,16,33.00,0.0733,-91.13,0.00001851,-95.30
FNB Protocol,0.0729,0.0051,- 63.24,- 91.58,7066395,4.34 MM,691.54 K,927613,8,17.00,0.2904,-98.23,0.00003808,-98.19
Ultra,0.0427,0.0382,4.98,- 18.51,3298253,4.32 MM,54.12 K,38701,4,17.00,0.0427,-10.49,0.00000513,0.00
SIX,0.0270,0.0157,- 27.78,- 44.91,4905126,4.31 MM,656.16 K,882119,14,25.00,0.0505,-68.85,0.00000925,-77.20
Sumokoin,0.0456,0.2366,90.02,398.91,783921,4.27 MM,174.33 K,86209,30,33.00,10.13,-97.66,0.0007,-95.61
VeriBlock,0.1051,0.0078,- 26.65,- 92.27,4829123,4.25 MM,5.21 K,6432,8,8.00,0.0951,-91.78,0.00001817,-94.22
Pirate Chain,0.0944,0.0317,- 0.63,- 65.51,5018674,4.23 MM,3.37 K,6996,6,17.00,0.2949,-89.25,0.00003479,-87.75
ParkinGo,0.6384,0.2505,- 22.21,- 63.36,2567597,4.16 MM,2.82 K,773,15,42.00,1.00,-74.95,0.0002,-85.53
Peercoin,0.3870,0.1606,- 20.30,- 57.50,5839046,4.14 MM,32.74 K,41766,79,42.00,9.60,-98.33,0.0086,-99.75
