Name,Price,2% of Avg. YoY Bitcoin growth (2010-'16),10% of Avg. YoY Bitcoin growth (2010-'16),50% of Avg. Bitcoin YoY growth (2010-'16),Avg. YoY growth of The Internet (1995-2017),Avg. YoY growth of The Mobile Phone (1993-2013),Avg. YoY growth of Google (2000-'15),Avg. YoY growth of Facebook (2004-'16),4% Worldwide M0 money flows into the crypto market,4% Worldwide M1 money flows into the crypto market,4% Worldwide M2 money flows into the crypto market
Datawallet,0.0039,0.0022,0.0026,0.0048,0.0027,0.0027,0.0033,0.0047,0.0050,0.0280,0.0708
Local Coin Swap,0.0288,0.0233,0.0277,0.0498,0.0286,0.0283,0.0346,0.0491,0.0522,0.2931,0.7413
ValueCyberToken,0.0138,0.0103,0.0122,0.0219,0.0126,0.0125,0.0152,0.0217,0.0230,0.1292,0.3269
Matryx,0.0641,0.0149,0.0177,0.0319,0.0183,0.0181,0.0221,0.0314,0.0334,0.1876,0.4745
Ubex,0.0005,0.0005,0.0005,0.0010,0.0006,0.0006,0.0007,0.0010,0.0010,0.0057,0.0144
Nullex,0.0363,0.0381,0.0453,0.0815,0.0469,0.0465,0.0566,0.0805,0.0855,0.4803,1.21
Patientory,0.0210,0.0138,0.0165,0.0296,0.0170,0.0169,0.0206,0.0293,0.0311,0.1746,0.4415
Electrify.Asia,0.0028,0.0032,0.0038,0.0069,0.0039,0.0039,0.0048,0.0068,0.0072,0.0404,0.1022
Fountain,0.0301,0.0359,0.0427,0.0767,0.0441,0.0437,0.0533,0.0758,0.0804,0.4520,1.14
Bitcoin Private,0.3069,1.15,1.36,2.45,1.41,1.40,1.70,2.42,2.57,14.44,36.52
EquiTrader,0.1185,0.0167,0.0199,0.0357,0.0205,0.0204,0.0248,0.0353,0.0375,0.2106,0.5325
Welltrado,0.0357,0.0422,0.0502,0.0902,0.0518,0.0514,0.0627,0.0891,0.0946,0.5315,1.34
RoBET,1.78,2.00,2.38,4.27,2.45,2.43,2.97,4.22,4.48,25.17,63.65
e-Gulden,0.0827,0.0254,0.0302,0.0543,0.0312,0.0309,0.0377,0.0536,0.0569,0.3196,0.8083
Incodium,0.0002,0.0002,0.0003,0.0005,0.0003,0.0003,0.0004,0.0005,0.0006,0.0031,0.0079
Stox,0.0267,0.0171,0.0204,0.0366,0.0210,0.0209,0.0254,0.0362,0.0384,0.2157,0.5455
DaTa eXchange,0.0188,0.0101,0.0120,0.0215,0.0124,0.0123,0.0149,0.0212,0.0226,0.1268,0.3206
Leverj,0.0118,0.0113,0.0135,0.0243,0.0139,0.0138,0.0169,0.0240,0.0254,0.1429,0.3614
Gambit,1.20,1.25,1.49,2.69,1.54,1.53,1.87,2.65,2.81,15.82,40.00
Education Ecosystem,0.0063,0.0041,0.0049,0.0088,0.0051,0.0050,0.0061,0.0087,0.0092,0.0519,0.1312
Molecule,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0003,0.0014,0.0036
U.CASH,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0013,0.0032
Pundi X NEM,0.0006,0.0004,0.0005,0.0009,0.0005,0.0005,0.0006,0.0009,0.0010,0.0055,0.0139
CargoX,0.0088,0.0160,0.0191,0.0343,0.0197,0.0195,0.0238,0.0339,0.0359,0.2020,0.5109
indaHash,0.0034,0.0026,0.0031,0.0055,0.0032,0.0031,0.0038,0.0055,0.0058,0.0325,0.0823
Qbao,0.0208,0.0142,0.0169,0.0304,0.0174,0.0173,0.0211,0.0300,0.0318,0.1789,0.4524
Timicoin,0.0043,0.0245,0.0291,0.0524,0.0301,0.0298,0.0364,0.0517,0.0549,0.3086,0.7805
Pluton,1.59,0.4928,0.5865,1.05,0.6060,0.6009,0.7326,1.04,1.11,6.21,15.71
Pura,0.0077,0.0077,0.0091,0.0164,0.0094,0.0094,0.0114,0.0162,0.0172,0.0967,0.2447
Stellite,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0004,0.0004,0.0023,0.0058
BitcoinZ,0.0003,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0004,0.0004,0.0023,0.0058
Gems,0.0012,0.0011,0.0013,0.0024,0.0014,0.0013,0.0016,0.0023,0.0025,0.0139,0.0352
Pirl,0.0297,0.0297,0.0354,0.0636,0.0366,0.0362,0.0442,0.0628,0.0667,0.3748,0.9479
Internet of People,0.0990,0.1221,0.1453,0.2613,0.1502,0.1489,0.1815,0.2580,0.2739,1.54,3.89
Kuai Token,0.1378,0.1534,0.1825,0.3283,0.1886,0.1870,0.2280,0.3241,0.3441,1.93,4.89
Hubii Network,0.0862,0.1354,0.1611,0.2897,0.1665,0.1651,0.2013,0.2860,0.3037,1.71,4.32
SIBCoin,0.0740,0.0571,0.0679,0.1221,0.0702,0.0696,0.0848,0.1206,0.1280,0.7193,1.82
Ties.DB,0.0318,0.0137,0.0163,0.0293,0.0169,0.0167,0.0204,0.0290,0.0307,0.1728,0.4370
Rivetz,0.0493,0.0452,0.0538,0.0968,0.0556,0.0552,0.0673,0.0956,0.1015,0.5703,1.44
Fluz Fluz,0.0063,0.0122,0.0145,0.0261,0.0150,0.0149,0.0181,0.0258,0.0274,0.1538,0.3891
FidentiaX,0.0123,0.0081,0.0096,0.0173,0.0099,0.0098,0.0120,0.0170,0.0181,0.1017,0.2572
Kolion,1.28,0.2780,0.3309,0.5950,0.3419,0.3390,0.4133,0.5875,0.6237,3.51,8.86
HEAT,0.0316,0.0061,0.0073,0.0131,0.0075,0.0075,0.0091,0.0129,0.0137,0.0772,0.1951
VisionX,0.0004,0.00008121,0.00009665,0.0002,0.00009986,0.00009902,0.0001,0.0002,0.0002,0.0010,0.0026
ToaCoin,0.0004,0.0003,0.0003,0.0006,0.0004,0.0003,0.0004,0.0006,0.0006,0.0036,0.0091
Traxia,0.0025,0.0033,0.0039,0.0071,0.0041,0.0040,0.0049,0.0070,0.0074,0.0417,0.1056
Bounty0x,0.0056,0.0035,0.0042,0.0075,0.0043,0.0043,0.0052,0.0074,0.0079,0.0441,0.1116
Silent Notary,0.00001490,0.00000999,0.00001188,0.00002137,0.00001228,0.00001218,0.00001485,0.00002110,0.00002240,0.0001,0.0003
Banca,0.00006924,0.00007617,0.00009064,0.0002,0.00009366,0.00009287,0.0001,0.0002,0.0002,0.0010,0.0024
AICHAIN,0.0023,0.0008,0.0010,0.0017,0.0010,0.0010,0.0012,0.0017,0.0018,0.0101,0.0256
Vice Industry Token,0.0030,0.0032,0.0038,0.0068,0.0039,0.0039,0.0047,0.0067,0.0071,0.0402,0.1015
X8X Token,0.0157,0.0110,0.0130,0.0235,0.0135,0.0134,0.0163,0.0232,0.0246,0.1382,0.3495
Kryll,0.0828,0.0388,0.0462,0.0831,0.0477,0.0473,0.0577,0.0820,0.0871,0.4893,1.24
Noir,0.0632,0.0189,0.0225,0.0404,0.0232,0.0230,0.0281,0.0399,0.0424,0.2382,0.6024
PetroDollar,0.0191,0.0158,0.0188,0.0337,0.0194,0.0192,0.0234,0.0333,0.0353,0.1987,0.5024
MIB Coin,0.0130,0.0228,0.0272,0.0488,0.0281,0.0278,0.0339,0.0482,0.0512,0.2876,0.7275
Alphacat,0.0004,0.0002,0.0003,0.0005,0.0003,0.0003,0.0003,0.0005,0.0005,0.0028,0.0072
Miners' Reward Token,0.1213,0.1142,0.1359,0.2444,0.1404,0.1393,0.1698,0.2413,0.2562,1.44,3.64
OWNDATA,0.0001,0.00007679,0.00009138,0.0002,0.00009443,0.00009363,0.0001,0.0002,0.0002,0.0010,0.0024
Blue Protocol,0.0330,0.0157,0.0186,0.0335,0.0193,0.0191,0.0233,0.0331,0.0351,0.1974,0.4993
Credit Tag Chain,0.0230,0.0221,0.0263,0.0473,0.0272,0.0269,0.0328,0.0467,0.0496,0.2785,0.7044
Global Awards Token,0.0017,0.0017,0.0020,0.0036,0.0020,0.0020,0.0025,0.0035,0.0037,0.0210,0.0531
Uniform Fiscal Object,0.0003,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0018,0.0046
sUSD,0.9715,0.9953,1.18,2.13,1.22,1.21,1.48,2.10,2.23,12.55,31.73
ProChain,0.0235,0.0200,0.0238,0.0427,0.0246,0.0243,0.0297,0.0422,0.0448,0.2518,0.6367
adbank,0.0018,0.0009,0.0011,0.0020,0.0011,0.0011,0.0014,0.0019,0.0021,0.0115,0.0291
Uquid Coin,0.1161,0.0599,0.0713,0.1283,0.0737,0.0731,0.0891,0.1267,0.1345,0.7557,1.91
42-coin,27460.39,18040.15,21468.31,38609.09,22183.40,21996.10,26819.40,38117.29,40468.58,227426.79,575178.77
Aventus,0.1915,0.1623,0.1932,0.3474,0.1996,0.1979,0.2413,0.3430,0.3641,2.05,5.18
XPA,0.0201,0.0394,0.0468,0.0843,0.0484,0.0480,0.0585,0.0832,0.0883,0.4963,1.26
PlayGame,0.0015,0.0050,0.0060,0.0107,0.0062,0.0061,0.0074,0.0106,0.0112,0.0631,0.1596
TrustNote,0.0037,0.0034,0.0040,0.0072,0.0041,0.0041,0.0050,0.0071,0.0075,0.0422,0.1068
BitDegree,0.0031,0.0025,0.0030,0.0055,0.0031,0.0031,0.0038,0.0054,0.0057,0.0321,0.0812
SHIELD,0.0022,0.0015,0.0018,0.0032,0.0018,0.0018,0.0022,0.0031,0.0033,0.0188,0.0475
Energo,0.0019,0.0017,0.0020,0.0037,0.0021,0.0021,0.0025,0.0036,0.0038,0.0215,0.0544
Fox Trading,0.1245,0.1430,0.1702,0.3061,0.1759,0.1744,0.2126,0.3022,0.3208,1.80,4.56
IQeon,0.4086,0.2390,0.2844,0.5115,0.2939,0.2914,0.3553,0.5050,0.5361,3.01,7.62
Shivom,0.0013,0.0007,0.0009,0.0016,0.0009,0.0009,0.0011,0.0015,0.0016,0.0092,0.0233
Coinsuper Ecosystem Network,0.0080,0.0045,0.0054,0.0097,0.0056,0.0055,0.0067,0.0095,0.0101,0.0570,0.1441
Block-Chain.com,0.0054,0.0032,0.0039,0.0070,0.0040,0.0040,0.0048,0.0069,0.0073,0.0410,0.1036
Tokes,0.3196,0.2370,0.2820,0.5072,0.2914,0.2890,0.3523,0.5008,0.5317,2.99,7.56
Ink Protocol,0.0038,0.0043,0.0051,0.0092,0.0053,0.0052,0.0064,0.0090,0.0096,0.0540,0.1365
KARMA,0.0003,0.0006,0.0007,0.0013,0.0007,0.0007,0.0009,0.0012,0.0013,0.0074,0.0188
Vetri,0.0047,0.0032,0.0038,0.0068,0.0039,0.0039,0.0047,0.0067,0.0071,0.0400,0.1013
Sakura Bloom,0.0004,0.0012,0.0014,0.0025,0.0015,0.0014,0.0018,0.0025,0.0027,0.0149,0.0377
REAL,0.1094,0.0973,0.1158,0.2082,0.1196,0.1186,0.1446,0.2056,0.2183,1.23,3.10
Zilla,0.0183,0.0078,0.0093,0.0167,0.0096,0.0095,0.0116,0.0165,0.0176,0.0986,0.2494
OneLedger,0.0035,0.0031,0.0037,0.0067,0.0038,0.0038,0.0046,0.0066,0.0070,0.0394,0.0997
DATx,0.0008,0.0006,0.0007,0.0013,0.0007,0.0007,0.0009,0.0013,0.0014,0.0076,0.0193
FoldingCoin,0.0014,0.0011,0.0012,0.0022,0.0013,0.0013,0.0016,0.0022,0.0024,0.0132,0.0335
CoinFi,0.0056,0.0034,0.0040,0.0073,0.0042,0.0041,0.0050,0.0072,0.0076,0.0428,0.1082
DOVU,0.0027,0.0036,0.0042,0.0076,0.0044,0.0044,0.0053,0.0075,0.0080,0.0450,0.1139
Atlant,0.0198,0.0180,0.0214,0.0385,0.0221,0.0219,0.0268,0.0380,0.0404,0.2269,0.5738
StrongHands,0.00000012,0.00000007,0.00000008,0.00000014,0.00000008,0.00000008,0.00000010,0.00000014,0.00000015,0.00000083,0.00000210
B3Coin,0.0014,0.0010,0.0012,0.0021,0.0012,0.0012,0.0015,0.0021,0.0022,0.0124,0.0312
Essentia,0.0013,0.0010,0.0012,0.0021,0.0012,0.0012,0.0015,0.0021,0.0022,0.0125,0.0315
Darcrus,0.0783,0.0398,0.0473,0.0851,0.0489,0.0485,0.0591,0.0841,0.0892,0.5015,1.27
Bitcoin Plus,8.59,5.04,5.99,10.78,6.19,6.14,7.49,10.64,11.30,63.50,160.58
FedoraCoin,0.00000497,0.00000259,0.00000308,0.00000554,0.00000319,0.00000316,0.00000385,0.00000547,0.00000581,0.00003266,0.00008259
Masari,0.0911,0.0985,0.1172,0.2108,0.1211,0.1201,0.1465,0.2082,0.2210,1.24,3.14
BOXX Token [Blockparty],0.0450,0.0473,0.0563,0.1012,0.0581,0.0576,0.0703,0.0999,0.1060,0.5959,1.51
Gentarium,0.3111,0.5155,0.6134,1.10,0.6339,0.6285,0.7663,1.09,1.16,6.50,16.44
Playkey,0.0739,0.0271,0.0323,0.0581,0.0334,0.0331,0.0404,0.0574,0.0609,0.3422,0.8655
Solaris,0.6088,0.7985,0.9503,1.71,0.9819,0.9736,1.19,1.69,1.79,10.07,25.46
VouchForMe,0.0045,0.0047,0.0056,0.0102,0.0058,0.0058,0.0071,0.0100,0.0106,0.0598,0.1512
AiLink Token,0.0004,0.0003,0.0004,0.0006,0.0004,0.0004,0.0004,0.0006,0.0007,0.0038,0.0096
ArtByte,0.0013,0.0010,0.0012,0.0022,0.0013,0.0013,0.0015,0.0022,0.0023,0.0131,0.0331
PAYCENT,0.0323,0.0190,0.0227,0.0408,0.0234,0.0232,0.0283,0.0403,0.0427,0.2402,0.6074
Sether,0.0483,0.0300,0.0357,0.0642,0.0369,0.0366,0.0446,0.0633,0.0673,0.3780,0.9559
MktCoin,0.0008,0.0011,0.0013,0.0023,0.0013,0.0013,0.0016,0.0023,0.0024,0.0137,0.0346
On.Live,0.0445,0.0504,0.0600,0.1079,0.0620,0.0615,0.0750,0.1065,0.1131,0.6357,1.61
Indorse,0.0255,0.0134,0.0160,0.0287,0.0165,0.0164,0.0200,0.0284,0.0301,0.1693,0.4282
Niobium Coin,0.0194,0.0116,0.0139,0.0249,0.0143,0.0142,0.0173,0.0246,0.0261,0.1467,0.3711
MTC Mesh Network,0.0031,0.0020,0.0024,0.0044,0.0025,0.0025,0.0030,0.0043,0.0046,0.0257,0.0651
Bitdepositary,0.0194,0.0204,0.0242,0.0436,0.0251,0.0248,0.0303,0.0430,0.0457,0.2568,0.6496
InterCrone,0.0640,0.0638,0.0760,0.1366,0.0785,0.0779,0.0949,0.1349,0.1432,0.8049,2.04
Truegame,0.0113,0.0092,0.0109,0.0196,0.0113,0.0112,0.0136,0.0194,0.0206,0.1155,0.2922
ExclusiveCoin,0.1688,0.1352,0.1609,0.2893,0.1662,0.1648,0.2009,0.2856,0.3032,1.70,4.31
RED,0.0071,0.0062,0.0074,0.0133,0.0076,0.0076,0.0092,0.0131,0.0139,0.0781,0.1975
AVINOC,0.0024,0.0071,0.0084,0.0151,0.0087,0.0086,0.0105,0.0149,0.0158,0.0890,0.2252
DPRating,0.0004,0.0003,0.0004,0.0006,0.0004,0.0004,0.0004,0.0006,0.0007,0.0038,0.0096
eBitcoin,0.0485,0.0179,0.0212,0.0382,0.0220,0.0218,0.0265,0.0377,0.0401,0.2251,0.5693
MyWish,0.0464,0.0251,0.0299,0.0538,0.0309,0.0306,0.0373,0.0531,0.0564,0.3167,0.8009
Bulwark,0.0498,0.1072,0.1276,0.2295,0.1319,0.1308,0.1594,0.2266,0.2406,1.35,3.42
Winco,0.0019,0.0046,0.0054,0.0098,0.0056,0.0056,0.0068,0.0096,0.0102,0.0575,0.1453
Dether,0.0107,0.0069,0.0082,0.0147,0.0084,0.0084,0.0102,0.0145,0.0154,0.0866,0.2190
IONChain,0.0077,0.0026,0.0031,0.0056,0.0032,0.0032,0.0039,0.0056,0.0059,0.0332,0.0839
SnapCoin,0.0021,0.0258,0.0307,0.0551,0.0317,0.0314,0.0383,0.0544,0.0578,0.3248,0.8213
Ergo,2.29,1.64,1.95,3.51,2.02,2.00,2.44,3.47,3.68,20.70,52.34
CashBet Coin,0.0058,0.0061,0.0072,0.0130,0.0075,0.0074,0.0090,0.0128,0.0136,0.0767,0.1939
Globatalent,0.0025,0.0049,0.0059,0.0106,0.0061,0.0060,0.0073,0.0104,0.0111,0.0622,0.1574
Swarm City,0.1068,0.1184,0.1410,0.2535,0.1457,0.1444,0.1761,0.2503,0.2657,1.49,3.78
Crowd Machine,0.0019,0.0022,0.0026,0.0047,0.0027,0.0026,0.0032,0.0046,0.0049,0.0274,0.0693
Snovian.Space,0.0022,0.0023,0.0027,0.0049,0.0028,0.0028,0.0034,0.0048,0.0051,0.0288,0.0729
Memetic,0.0294,0.0237,0.0282,0.0507,0.0291,0.0289,0.0352,0.0501,0.0532,0.2988,0.7556
Yocoin,0.0024,0.0029,0.0035,0.0062,0.0036,0.0035,0.0043,0.0061,0.0065,0.0367,0.0927
Guaranteed Ethurance Token Extra,0.0029,0.0063,0.0075,0.0135,0.0078,0.0077,0.0094,0.0133,0.0142,0.0796,0.2012
Faceter,0.0019,0.0013,0.0016,0.0028,0.0016,0.0016,0.0020,0.0028,0.0030,0.0167,0.0422
Terracoin,0.0381,0.0191,0.0227,0.0409,0.0235,0.0233,0.0284,0.0404,0.0428,0.2408,0.6089
PHI Token,0.1497,0.0844,0.1004,0.1806,0.1038,0.1029,0.1255,0.1783,0.1893,1.06,2.69
Autonio,0.0104,0.0089,0.0106,0.0190,0.0109,0.0108,0.0132,0.0188,0.0199,0.1120,0.2831
Quark,0.0033,0.0029,0.0034,0.0062,0.0036,0.0035,0.0043,0.0061,0.0065,0.0365,0.0924
MaxCoin,0.0141,0.0114,0.0136,0.0245,0.0141,0.0140,0.0170,0.0242,0.0257,0.1443,0.3649
New Power Coin,0.0392,0.0412,0.0490,0.0882,0.0507,0.0502,0.0613,0.0871,0.0924,0.5194,1.31
Ivy,0.0027,0.0085,0.0102,0.0183,0.0105,0.0104,0.0127,0.0181,0.0192,0.1077,0.2724
B2Bcoin,0.0017,0.0098,0.0116,0.0209,0.0120,0.0119,0.0145,0.0207,0.0219,0.1232,0.3116
NANJCOIN,0.00004430,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0018,0.0046
MinexCoin,0.1557,0.5997,0.7137,1.28,0.7375,0.7313,0.8916,1.27,1.35,7.56,19.12
BitScreener Token,0.0055,0.0038,0.0045,0.0081,0.0047,0.0046,0.0056,0.0080,0.0085,0.0478,0.1208
Orbitcoin,0.2616,0.0761,0.0905,0.1628,0.0935,0.0927,0.1131,0.1607,0.1706,0.9588,2.42
Karma,0.0005,0.0009,0.0011,0.0020,0.0012,0.0012,0.0014,0.0020,0.0021,0.0120,0.0303
REBL,0.0048,0.0026,0.0031,0.0056,0.0032,0.0032,0.0039,0.0055,0.0058,0.0328,0.0829
Copytrack,0.0172,0.0441,0.0525,0.0944,0.0543,0.0538,0.0656,0.0932,0.0990,0.5562,1.41
TrueDeck,0.0269,0.0223,0.0266,0.0478,0.0275,0.0272,0.0332,0.0472,0.0501,0.2816,0.7122
Hush,0.1457,0.0348,0.0414,0.0745,0.0428,0.0425,0.0518,0.0736,0.0781,0.4390,1.11
Opus,0.0059,0.0072,0.0086,0.0155,0.0089,0.0088,0.0108,0.0153,0.0162,0.0913,0.2309
Blockpass,0.0069,0.0069,0.0082,0.0148,0.0085,0.0084,0.0103,0.0146,0.0155,0.0870,0.2200
UChain,0.0027,0.0012,0.0014,0.0025,0.0014,0.0014,0.0017,0.0025,0.0026,0.0147,0.0372
CHIPS,0.0385,0.0404,0.0481,0.0865,0.0497,0.0493,0.0601,0.0854,0.0907,0.5095,1.29
MetaMorph,0.0067,0.0034,0.0040,0.0072,0.0041,0.0041,0.0050,0.0071,0.0075,0.0423,0.1071
HOLD,0.0011,0.0007,0.0009,0.0016,0.0009,0.0009,0.0011,0.0015,0.0016,0.0092,0.0233
AWARE,0.0025,0.0026,0.0031,0.0055,0.0032,0.0031,0.0038,0.0054,0.0058,0.0325,0.0822
GoNetwork,0.0129,0.0101,0.0120,0.0217,0.0124,0.0123,0.0151,0.0214,0.0227,0.1276,0.3228
Commercium,0.0185,0.0073,0.0087,0.0157,0.0090,0.0090,0.0109,0.0155,0.0165,0.0926,0.2341
Sequence,0.0171,0.0151,0.0179,0.0322,0.0185,0.0184,0.0224,0.0318,0.0338,0.1899,0.4804
DRP Utility,0.2233,0.0652,0.0776,0.1395,0.0802,0.0795,0.0969,0.1377,0.1462,0.8218,2.08
Voise,0.0015,0.0007,0.0008,0.0014,0.0008,0.0008,0.0010,0.0014,0.0015,0.0083,0.0210
PARETO Rewards,0.0017,0.0010,0.0012,0.0022,0.0013,0.0013,0.0016,0.0022,0.0023,0.0132,0.0333
DAV Coin,0.0014,0.0021,0.0025,0.0046,0.0026,0.0026,0.0032,0.0045,0.0048,0.0268,0.0678
HollyWoodCoin,0.0411,0.0665,0.0791,0.1422,0.0817,0.0810,0.0988,0.1404,0.1491,0.8378,2.12
Sentinel Chain,0.0040,0.0041,0.0049,0.0088,0.0050,0.0050,0.0061,0.0087,0.0092,0.0518,0.1309
Bezop,0.0200,0.0220,0.0261,0.0470,0.0270,0.0268,0.0326,0.0464,0.0492,0.2767,0.6998
SnowGem,0.0685,0.0565,0.0673,0.1210,0.0695,0.0689,0.0841,0.1195,0.1268,0.7128,1.80
Eroscoin,0.0042,0.0043,0.0051,0.0091,0.0052,0.0052,0.0063,0.0090,0.0096,0.0537,0.1358
Xriba,0.0087,0.0211,0.0251,0.0451,0.0259,0.0257,0.0313,0.0445,0.0473,0.2656,0.6717
0xBitcoin,0.1745,0.1457,0.1734,0.3118,0.1792,0.1776,0.2166,0.3078,0.3268,1.84,4.65
iEthereum,0.0428,0.0398,0.0474,0.0852,0.0490,0.0485,0.0592,0.0841,0.0893,0.5019,1.27
Gladius Token,0.0514,0.0540,0.0643,0.1156,0.0664,0.0658,0.0803,0.1141,0.1211,0.6807,1.72
Syndicate,0.0236,0.0218,0.0259,0.0466,0.0268,0.0266,0.0324,0.0460,0.0489,0.2746,0.6945
Utrum,0.0118,0.0095,0.0113,0.0204,0.0117,0.0116,0.0141,0.0201,0.0213,0.1199,0.3033
PikcioChain,0.0167,0.0326,0.0388,0.0697,0.0401,0.0397,0.0484,0.0688,0.0731,0.4107,1.04
Pedity,0.0006,0.0005,0.0006,0.0011,0.0006,0.0006,0.0007,0.0011,0.0011,0.0063,0.0159
KekCoin,0.0708,0.0184,0.0219,0.0395,0.0227,0.0225,0.0274,0.0389,0.0414,0.2324,0.5877
LatiumX,0.0072,0.0089,0.0106,0.0191,0.0110,0.0109,0.0133,0.0188,0.0200,0.1124,0.2842
savedroid,0.0003,0.0004,0.0004,0.0008,0.0004,0.0004,0.0005,0.0008,0.0008,0.0046,0.0115
Sprouts,0.00000005,0.00000003,0.00000004,0.00000007,0.00000004,0.00000004,0.00000005,0.00000007,0.00000007,0.00000040,0.00000102
Karbo,0.1014,0.0674,0.0803,0.1443,0.0829,0.0822,0.1003,0.1425,0.1513,0.8502,2.15
Mothership,0.0054,0.0056,0.0067,0.0121,0.0069,0.0069,0.0084,0.0119,0.0127,0.0712,0.1800
FLIP,0.0134,0.0158,0.0188,0.0339,0.0195,0.0193,0.0235,0.0334,0.0355,0.1995,0.5045
Zippie,0.0028,0.0012,0.0014,0.0025,0.0014,0.0014,0.0017,0.0024,0.0026,0.0145,0.0367
Trittium,0.0061,0.0079,0.0095,0.0170,0.0098,0.0097,0.0118,0.0168,0.0178,0.1002,0.2534
LALA World,0.0037,0.0011,0.0014,0.0024,0.0014,0.0014,0.0017,0.0024,0.0025,0.0143,0.0362
Giant,0.1510,0.2574,0.3063,0.5509,0.3165,0.3138,0.3826,0.5438,0.5774,3.24,8.21
DEEX,0.0130,0.0166,0.0197,0.0355,0.0204,0.0202,0.0246,0.0350,0.0372,0.2088,0.5282
DeviantCoin,0.0473,0.0614,0.0731,0.1315,0.0755,0.0749,0.0913,0.1298,0.1378,0.7744,1.96
Coinlancer,0.0091,0.0033,0.0040,0.0071,0.0041,0.0041,0.0050,0.0070,0.0075,0.0420,0.1062
Blocktix,0.0181,0.1087,0.1294,0.2327,0.1337,0.1326,0.1616,0.2297,0.2439,1.37,3.47
Auroracoin,0.0413,0.1004,0.1195,0.2149,0.1235,0.1224,0.1493,0.2122,0.2253,1.27,3.20
Swisscoin,0.00007902,0.00007243,0.00008620,0.0002,0.00008907,0.00008832,0.0001,0.0002,0.0002,0.0009,0.0023
Bodhi [ETH],0.0488,0.0165,0.0196,0.0353,0.0203,0.0201,0.0245,0.0349,0.0370,0.2080,0.5260
Bela,0.0176,0.0048,0.0058,0.0104,0.0060,0.0059,0.0072,0.0102,0.0109,0.0611,0.1546
Mocrow,0.3523,0.2362,0.2811,0.5056,0.2905,0.2881,0.3512,0.4992,0.5300,2.98,7.53
0xcert,0.0021,0.0028,0.0034,0.0060,0.0035,0.0034,0.0042,0.0060,0.0063,0.0355,0.0898
Motocoin,0.0360,0.0545,0.0649,0.1167,0.0670,0.0665,0.0810,0.1152,0.1223,0.6871,1.74
Manna,0.0013,0.0011,0.0013,0.0023,0.0013,0.0013,0.0016,0.0022,0.0024,0.0134,0.0339
Soma,0.0768,0.0340,0.0405,0.0728,0.0419,0.0415,0.0506,0.0719,0.0764,0.4291,1.09
Blockport,0.0127,0.1148,0.1366,0.2457,0.1412,0.1400,0.1707,0.2426,0.2576,1.45,3.66
IXT,0.0189,0.0377,0.0449,0.0807,0.0464,0.0460,0.0560,0.0797,0.0846,0.4753,1.20
ALQO,0.0118,0.0378,0.0450,0.0810,0.0465,0.0461,0.0563,0.0800,0.0849,0.4771,1.21
Coin Lion,0.0209,0.0095,0.0113,0.0204,0.0117,0.0116,0.0141,0.0201,0.0213,0.1200,0.3034
StarCoin,0.0004,0.0018,0.0021,0.0038,0.0022,0.0022,0.0026,0.0037,0.0040,0.0223,0.0564
Ethersocial,0.0216,0.0223,0.0265,0.0477,0.0274,0.0272,0.0331,0.0471,0.0500,0.2808,0.7101
OptiToken,0.0252,0.0260,0.0309,0.0556,0.0319,0.0317,0.0386,0.0549,0.0583,0.3274,0.8281
Lethean,0.0010,0.0012,0.0014,0.0026,0.0015,0.0015,0.0018,0.0025,0.0027,0.0151,0.0381
Maverick Chain,0.0062,0.0034,0.0041,0.0073,0.0042,0.0042,0.0051,0.0072,0.0076,0.0429,0.1085
Narrative,0.0141,0.0097,0.0116,0.0208,0.0120,0.0119,0.0145,0.0206,0.0218,0.1227,0.3102
SounDAC,0.0453,0.0581,0.0692,0.1245,0.0715,0.0709,0.0864,0.1229,0.1304,0.7331,1.85
TaTaTu,0.0068,0.0072,0.0085,0.0153,0.0088,0.0087,0.0107,0.0151,0.0161,0.0903,0.2284
BlitzPredict,0.0018,0.0009,0.0010,0.0018,0.0011,0.0010,0.0013,0.0018,0.0019,0.0108,0.0273
Colu Local Network,0.0063,0.0057,0.0068,0.0123,0.0070,0.0070,0.0085,0.0121,0.0128,0.0722,0.1825
Energycoin,0.0053,0.0113,0.0134,0.0241,0.0138,0.0137,0.0167,0.0238,0.0252,0.1419,0.3588
Origin Sport,0.0085,0.0031,0.0037,0.0067,0.0039,0.0038,0.0047,0.0066,0.0070,0.0396,0.1002
PinkCoin,0.0016,0.0017,0.0021,0.0037,0.0021,0.0021,0.0026,0.0037,0.0039,0.0220,0.0555
Experty,0.0238,0.0292,0.0347,0.0625,0.0359,0.0356,0.0434,0.0617,0.0655,0.3681,0.9309
Debitum Network,0.0032,0.0033,0.0039,0.0070,0.0040,0.0040,0.0048,0.0069,0.0073,0.0411,0.1039
Ryo Currency,0.0561,0.0641,0.0763,0.1372,0.0788,0.0782,0.0953,0.1354,0.1438,0.8081,2.04
